epoch,accuracy,loss,val_accuracy,val_loss
0,0.5824176073074341,0.7518796324729919,0.4035087823867798,0.6737241744995117
1,0.6989011168479919,0.5972691774368286,0.5175438523292542,0.6623892784118652
2,0.7428571581840515,0.5337860584259033,0.5175438523292542,0.6518706679344177
3,0.7824175953865051,0.47642257809638977,0.5789473652839661,0.640380859375
4,0.8373626470565796,0.42089083790779114,0.6140350699424744,0.6290226578712463
5,0.894505500793457,0.3628869354724884,0.6228070259094238,0.6195414066314697
6,0.8879120945930481,0.36576783657073975,0.6315789222717285,0.6115476489067078
7,0.9076923131942749,0.3220983147621155,0.6315789222717285,0.6050752997398376
8,0.9230769276618958,0.3012145757675171,0.640350878238678,0.5992985963821411
9,0.9076923131942749,0.3062783479690552,0.6578947305679321,0.5927606821060181
10,0.9076923131942749,0.2880310118198395,0.6578947305679321,0.5878685116767883
11,0.9164835214614868,0.27434495091438293,0.6578947305679321,0.5834242701530457
12,0.9186813235282898,0.2623714804649353,0.6578947305679321,0.5803300142288208
13,0.9450549483299255,0.24066908657550812,0.6578947305679321,0.5771747827529907
14,0.9384615421295166,0.24310287833213806,0.6666666865348816,0.5735270380973816
15,0.9406593441963196,0.2414269745349884,0.6666666865348816,0.5709537267684937
16,0.9384615421295166,0.22905634343624115,0.6666666865348816,0.5680111646652222
17,0.9494505524635315,0.20176711678504944,0.6578947305679321,0.5641363859176636
18,0.9626373648643494,0.1883309930562973,0.6578947305679321,0.5576860904693604
19,0.9406593441963196,0.2113163322210312,0.6578947305679321,0.5513863563537598
20,0.9494505524635315,0.18968763947486877,0.6578947305679321,0.5444551110267639
21,0.9406593441963196,0.19786186516284943,0.6666666865348816,0.5378515720367432
22,0.9428571462631226,0.194119393825531,0.7017543911933899,0.5290738344192505
23,0.9384615421295166,0.18644769489765167,0.6929824352264404,0.5243721604347229
24,0.9560439586639404,0.17834006249904633,0.6929824352264404,0.5219802856445312
25,0.9582417607307434,0.16819223761558533,0.6929824352264404,0.51664799451828
26,0.9626373648643494,0.15439198911190033,0.6929824352264404,0.5048955678939819
27,0.9516483545303345,0.16060008108615875,0.719298243522644,0.4930809438228607
28,0.9626373648643494,0.16284048557281494,0.7368420958518982,0.4810791611671448
29,0.9626373648643494,0.14806915819644928,0.7456140518188477,0.4705025255680084
30,0.9648351669311523,0.1520775556564331,0.7719298005104065,0.45805612206459045
31,0.9626373648643494,0.13855989277362823,0.780701756477356,0.44938576221466064
32,0.9582417607307434,0.14564380049705505,0.7894737124443054,0.43673083186149597
33,0.9626373648643494,0.1355176419019699,0.7982456088066101,0.42789503931999207
34,0.9384615421295166,0.166782945394516,0.8070175647735596,0.41761553287506104
35,0.9626373648643494,0.12566238641738892,0.8070175647735596,0.4037317633628845
36,0.9582417607307434,0.14104782044887543,0.8070175647735596,0.38957929611206055
37,0.9692307710647583,0.11950840055942535,0.8157894611358643,0.37702763080596924
38,0.9736263751983643,0.12684398889541626,0.8157894611358643,0.3686946928501129
39,0.9648351669311523,0.12208890914916992,0.8245614171028137,0.3560570776462555
40,0.9648351669311523,0.12188977003097534,0.8333333134651184,0.3456486761569977
41,0.9736263751983643,0.11536967754364014,0.8333333134651184,0.3340446949005127
42,0.9780219793319702,0.10620839893817902,0.8421052694320679,0.3244531452655792
43,0.9604395627975464,0.11556021124124527,0.8421052694320679,0.31291013956069946
44,0.9736263751983643,0.11702966690063477,0.8421052694320679,0.3061223030090332
45,0.9846153855323792,0.10272137820720673,0.8508771657943726,0.2966810166835785
46,0.9604395627975464,0.11457671970129013,0.8508771657943726,0.2884179353713989
47,0.9736263751983643,0.11455731093883514,0.8421052694320679,0.27752166986465454
48,0.9736263751983643,0.11132433265447617,0.8508771657943726,0.27264970541000366
49,0.9736263751983643,0.09292382746934891,0.8508771657943726,0.26492658257484436
50,0.9692307710647583,0.10658784210681915,0.8508771657943726,0.25765734910964966
51,0.9736263751983643,0.10237917304039001,0.8508771657943726,0.2516961097717285
52,0.9626373648643494,0.10719195008277893,0.859649121761322,0.2466711848974228
53,0.9802197813987732,0.09741830825805664,0.8771929740905762,0.23724864423274994
54,0.9780219793319702,0.09234986454248428,0.8947368264198303,0.22991438210010529
55,0.9780219793319702,0.09551548957824707,0.8947368264198303,0.22502024471759796
56,0.9846153855323792,0.08105065673589706,0.8947368264198303,0.2172861397266388
57,0.9780219793319702,0.09589476883411407,0.8947368264198303,0.20866528153419495
58,0.9780219793319702,0.09044519066810608,0.8947368264198303,0.20084668695926666
59,0.9802197813987732,0.08813977986574173,0.9035087823867798,0.19462572038173676
60,0.9758241772651672,0.08473658561706543,0.9122806787490845,0.18690313398838043
61,0.9604395627975464,0.10283497720956802,0.9122806787490845,0.18161021173000336
62,0.9846153855323792,0.07875852286815643,0.9210526347160339,0.17629244923591614
63,0.9670329689979553,0.090912826359272,0.9210526347160339,0.1699800342321396
64,0.9780219793319702,0.07646723836660385,0.9210526347160339,0.16481159627437592
65,0.9736263751983643,0.09274053573608398,0.9210526347160339,0.16199401021003723
66,0.9780219793319702,0.07608816772699356,0.9210526347160339,0.15996594727039337
67,0.9736263751983643,0.0888587012887001,0.9210526347160339,0.16149964928627014
68,0.9802197813987732,0.08542919903993607,0.9210526347160339,0.16143161058425903
69,0.9758241772651672,0.08294728398323059,0.9210526347160339,0.16164284944534302
70,0.9802197813987732,0.07055820524692535,0.9210526347160339,0.15929721295833588
71,0.9714285731315613,0.08314696699380875,0.9210526347160339,0.15735457837581635
72,0.9714285731315613,0.08042111247777939,0.9210526347160339,0.15280872583389282
73,0.9736263751983643,0.08897057920694351,0.9298245906829834,0.14237524569034576
74,0.9868131875991821,0.060012176632881165,0.9473684430122375,0.13785481452941895
75,0.9846153855323792,0.05861205235123634,0.9473684430122375,0.13648930191993713
76,0.9714285731315613,0.0736927017569542,0.9561403393745422,0.13465209305286407
77,0.9802197813987732,0.07221247255802155,0.9649122953414917,0.13238990306854248
78,0.9714285731315613,0.0811649039387703,0.9561403393745422,0.13147105276584625
79,0.9780219793319702,0.07018563151359558,0.9561403393745422,0.1301753669977188
80,0.9846153855323792,0.05523101985454559,0.9561403393745422,0.13043004274368286
81,0.9890109896659851,0.05128948763012886,0.9561403393745422,0.13144753873348236
82,0.9846153855323792,0.054559845477342606,0.9561403393745422,0.1286454051733017
83,0.9890109896659851,0.06880121678113937,0.9649122953414917,0.12855345010757446
84,0.9890109896659851,0.050974130630493164,0.9649122953414917,0.13195893168449402
85,0.9802197813987732,0.06149991229176521,0.9649122953414917,0.13096725940704346
86,0.9780219793319702,0.06557680666446686,0.9649122953414917,0.12873424589633942
87,0.9802197813987732,0.06591664254665375,0.9649122953414917,0.12639562785625458
88,0.9758241772651672,0.0635833814740181,0.9649122953414917,0.12431973218917847
89,0.9692307710647583,0.08861453086137772,0.9561403393745422,0.12434685975313187
90,0.9824175834655762,0.056736525148153305,0.9561403393745422,0.12396987527608871
91,0.9846153855323792,0.05540194362401962,0.9561403393745422,0.12465305626392365
92,0.9846153855323792,0.05445210263133049,0.9649122953414917,0.12606285512447357
93,0.9802197813987732,0.07075943797826767,0.9649122953414917,0.1230240985751152
94,0.9846153855323792,0.05231401324272156,0.9649122953414917,0.12046738713979721
95,0.9868131875991821,0.055147383362054825,0.9649122953414917,0.11733900010585785
96,0.9824175834655762,0.05843529477715492,0.9649122953414917,0.11629307270050049
97,0.9868131875991821,0.04777058959007263,0.9649122953414917,0.11638884991407394
98,0.9890109896659851,0.0469784177839756,0.9561403393745422,0.11696932464838028
99,0.9846153855323792,0.047648925334215164,0.9561403393745422,0.11761044710874557
100,0.9780219793319702,0.06700921803712845,0.9561403393745422,0.11503605544567108
101,0.9802197813987732,0.05466247349977493,0.9649122953414917,0.11417049914598465
102,0.9868131875991821,0.04969954490661621,0.9649122953414917,0.11297237128019333
103,0.9758241772651672,0.07171134650707245,0.9736841917037964,0.11191429942846298
104,0.9736263751983643,0.06164304167032242,0.9649122953414917,0.11163470894098282
105,0.9846153855323792,0.04468278959393501,0.9561403393745422,0.11240612715482712
106,0.9912087917327881,0.042739614844322205,0.9736841917037964,0.11169296503067017
107,0.9846153855323792,0.04604119434952736,0.9649122953414917,0.11332495510578156
108,0.9868131875991821,0.04669501632452011,0.9649122953414917,0.11527733504772186
109,0.9934065937995911,0.03880280628800392,0.9649122953414917,0.11514347791671753
110,0.9890109896659851,0.05022106692194939,0.9649122953414917,0.1144552007317543
